Transaction_ID,Customer_ID,Transaction_Amount,Transaction_Date,Payment_Method,Product_Category,Quantity,Customer_Age,Customer_Location,Device_Used,IP_Address,Shipping_Address,Billing_Address,Fraudulent,Account_Age_Days,Transaction_Hour
4f6a81c5-0deb-44dc-b637-344fbca3795a,47c92fdc-450b-4c22-bbf3-8852f43e3985,55.98,3/25/2024 7:56,credit card,electronics,2,34,Jennifershire,mobile,89.237.114.100,"417 Hartman Springs Suite 902
New Craig, NE 22983","417 Hartman Springs Suite 902
New Craig, NE 22983",0,257,7
08302ce2-50dc-4500-a551-58edc7323d3d,0e5e8c33-fa27-412e-93a8-794157516cb9,984.27,3/6/2024 2:06,debit card,clothing,2,22,Shawburgh,mobile,44.70.204.3,"07113 Sharon Burg
Port Theresaland, AZ 24084","07113 Sharon Burg
Port Theresaland, AZ 24084",0,162,2
8dcced71-5695-47f4-bc92-b25616afe9eb,cfff22b5-e2b0-4a0f-abe1-808d706e64ef,186.94,1/21/2024 12:01,credit card,electronics,4,41,Jenniferton,tablet,157.37.246.94,"19011 Glass Street
Rodriguezborough, NC 45341","19011 Glass Street
Rodriguezborough, NC 45341",0,285,12
30111eb6-0e41-4c2d-b58f-e519551ca43e,39ce7905-4e0a-4914-a8ba-030c609daac7,52.93,3/2/2024 7:00,bank transfer,home & garden,2,35,West Franktown,desktop,6.206.218.211,"204 Miller Alley
Peckmouth, MP 95228","204 Miller Alley
Peckmouth, MP 95228",0,335,7
eb8a08e3-ba25-4651-b96a-cbdbbc571c8f,2d25f201-2058-4ce0-a7f4-db28b1723e34,78.31,1/27/2024 3:44,credit card,electronics,5,21,Norrisview,desktop,201.197.235.46,"971 George Ports Apt. 918
New Robert, PA 37627","971 George Ports Apt. 918
New Robert, PA 37627",0,26,3
4123567b-f527-4362-a652-aa117613b868,ea27d866-fb9b-4804-a650-2f89783dd63c,107.06,3/16/2024 1:30,debit card,clothing,4,28,Estradabury,tablet,45.19.44.241,"42561 Jensen Isle Suite 591
Kellyborough, GA 71299","42561 Jensen Isle Suite 591
Kellyborough, GA 71299",0,328,1
7867456c-9653-462f-af9e-890161e450ac,08bd0cf4-bb16-4321-a879-38bd4544ae31,47.0,2/10/2024 4:14,PayPal,home & garden,5,30,South Stephen,tablet,141.65.196.168,"06583 Hoffman Light Suite 647
Josephville, MA 65327","06583 Hoffman Light Suite 647
Josephville, MA 65327",0,24,4
28e73f2b-2097-4215-b93b-3bda88109dc7,87edfd69-3032-4d9c-9461-aa0888352dc8,151.44,3/13/2024 1:16,bank transfer,health & beauty,1,27,Belindaville,mobile,6.135.107.27,"660 Jennifer Mount Suite 033
Finleyland, VT 29520","660 Jennifer Mount Suite 033
Finleyland, VT 29520",0,125,1
3fbb1503-6fda-4726-b67f-8023cbbde09d,c94e007c-4c3d-4a34-80bd-b3828a2b0fa9,205.03,3/5/2024 13:13,debit card,clothing,3,30,South Elizabeth,tablet,147.72.137.199,"69909 Jennifer Extension Apt. 459
East Timothy, NY 79514","69909 Jennifer Extension Apt. 459
East Timothy, NY 79514",0,355,13
d79e88d4-90f1-4c31-b320-43079c0693ae,a9464242-e37e-4f4c-bb38-e707b16702a6,34.15,3/9/2024 8:55,credit card,home & garden,1,20,East Mark,desktop,178.126.239.13,"73507 Amanda Viaduct Apt. 039
Aaronbury, TX 86407","73507 Amanda Viaduct Apt. 039
Aaronbury, TX 86407",0,84,8
e5c2c58e-c1d1-409c-8df3-9aa3b8855cec,ead08c80-f032-47bb-b57f-24580ba1f570,114.13,2/22/2024 0:08,credit card,health & beauty,3,38,East Darrenchester,desktop,74.208.29.178,"71030 White Isle Apt. 372
Katherineport, MS 88524","71030 White Isle Apt. 372
Katherineport, MS 88524",0,219,0
f34d2646-86ec-467d-9c37-05edb960c27b,c19e7ab6-3dfe-47f1-9f49-f5430a08fb52,106.96,3/20/2024 17:24,credit card,clothing,5,32,Heidimouth,desktop,87.77.189.227,"27186 Frank Row
Meganton, UT 63144","27186 Frank Row
Meganton, UT 63144",0,82,17
066ad0c9-08f9-4b1f-9385-b8bbb540fbbb,a72fe98b-cedc-447a-a1bf-5980d6e51225,405.84,2/3/2024 18:11,bank transfer,health & beauty,3,55,New Miguel,desktop,223.202.44.216,"0137 Pugh Loaf
East Emily, OH 07904","0137 Pugh Loaf
East Emily, OH 07904",0,235,18
f68d7d1a-b685-4b0c-a643-18100077e702,b4075a19-e4ef-42a1-8f1b-740aa16e3fad,187.84,2/6/2024 2:35,credit card,health & beauty,2,35,East Jasonland,tablet,72.111.252.156,"5281 Priscilla Rapid
Mccoyport, MS 51708","5281 Priscilla Rapid
Mccoyport, MS 51708",0,163,2
77a47802-2201-436e-9491-2b4feb643c6b,c7fb1bea-3b79-4b40-aeb8-0c63e9766be7,337.94,3/28/2024 7:51,PayPal,toys & games,4,40,Janestad,tablet,61.111.135.121,"49488 Lambert Port
New Davidfurt, RI 83027","49488 Lambert Port
New Davidfurt, RI 83027",0,289,7
d7c13a51-8498-41ae-8b78-a9864f3291ea,765a939f-f792-4bea-b025-67bc2039d081,449.13,3/7/2024 15:57,bank transfer,home & garden,1,30,New Biancatown,mobile,88.95.48.208,"088 Clark Spring
Ariasberg, NH 77319","088 Clark Spring
Ariasberg, NH 77319",0,272,15
5545bc86-6170-4548-910a-a870d6f795f2,bac571e0-5731-4f3b-884b-c426d764466f,98.47,2/19/2024 6:05,PayPal,electronics,2,26,New Davidburgh,mobile,32.154.153.78,"4235 Brock Lake
East Aaron, NY 42830","4235 Brock Lake
East Aaron, NY 42830",0,221,6
8de07059-1bb2-4fe3-837b-08483b8534d6,59319309-1b80-4113-aba1-365fd184b1bb,81.32,1/5/2024 21:57,debit card,home & garden,1,45,Lake Taylorfurt,mobile,101.51.142.150,"13670 Karen Plain
Port Chaseshire, ND 73934","13670 Karen Plain
Port Chaseshire, ND 73934",0,13,21
aea260a4-2f4f-4466-84b1-a343ecd7787e,032f54b6-9dff-44b8-91e4-cbbbc85a4c92,111.64,1/24/2024 5:40,debit card,home & garden,1,27,West Kenneth,tablet,93.115.77.224,"19337 Johnny Parkway Apt. 022
Greenville, MD 09544","19337 Johnny Parkway Apt. 022
Greenville, MD 09544",0,365,5
c243808d-b57c-4a2f-a229-706624fc4165,b24d73fe-f111-4f2e-beb6-3a164af9a3b5,160.23,2/11/2024 0:19,debit card,electronics,2,38,Millerfort,tablet,186.88.241.237,"9048 Martin Plain Apt. 145
Port Rachelview, CT 35904","9048 Martin Plain Apt. 145
Port Rachelview, CT 35904",0,115,0
4ee0c942-ff20-4be3-a1d8-539dfec6f5bc,17bbf421-8a19-49b0-a286-b440f399b112,129.75,1/18/2024 8:16,credit card,home & garden,3,25,Alexandrashire,mobile,126.235.99.220,"6217 Graves Court
Ashleyville, MD 69291","6217 Graves Court
Ashleyville, MD 69291",0,119,8
e1fe489d-55fb-4b08-b558-5fc7019cf273,f366316f-d483-4c08-926c-91e777f72a71,111.72,2/17/2024 9:06,PayPal,electronics,3,35,New Samanthamouth,tablet,84.201.195.228,"4010 Melissa Walk
Port Jessica, FL 56528","4010 Melissa Walk
Port Jessica, FL 56528",0,181,9
808712c4-b467-4049-97bf-e41534d11e60,8f107b82-6a38-442e-8600-57cb50ad4762,44.65,1/2/2024 18:56,bank transfer,health & beauty,5,21,Ashleyland,mobile,205.240.200.250,"PSC 8711, Box 8675
APO AP 63172","PSC 8711, Box 8675
APO AP 63172",0,113,18
064264b8-aadb-4d0e-a82c-bf5615d0860d,e619f1e6-be41-4109-94f7-230448f2f02d,66.72,1/31/2024 5:03,bank transfer,clothing,1,53,Anthonyborough,mobile,49.52.161.112,"0284 Garcia Brook
New Joseport, TN 79266","0284 Garcia Brook
New Joseport, TN 79266",0,14,5
3fec70de-69d3-4026-ad6c-2f2397bd9db1,107618c2-7ce1-4e5e-b6d4-8809a1a7eae5,395.02,1/22/2024 5:07,credit card,electronics,3,44,West Joshua,desktop,98.240.251.188,"71327 Salas Ranch
Jenkinston, ND 80229","8487 Mcknight Tunnel Suite 245
West James, FL 71485",0,344,5
c61649cc-1acc-4038-a1e1-fd7ee58c0bbe,7ef40904-3d30-42c1-b8ef-ec7f190e45cb,118.5,1/7/2024 0:59,credit card,electronics,5,20,Faulknerchester,desktop,146.95.17.232,"82001 Patel Squares Apt. 568
Johnbury, CA 84757","6556 Williams Motorway
Shannontown, FM 69926",0,281,0
e6820daa-dfb8-428f-9cac-819f35c600ab,9dafba8e-675f-4c1a-92a9-286072a46ff7,194.0,3/3/2024 5:57,debit card,health & beauty,2,55,Lake Johnnyport,desktop,31.201.152.83,"631 Edward Flats
Port Samantha, GA 04426","631 Edward Flats
Port Samantha, GA 04426",0,282,5
6aa71b50-df24-48c3-b233-4fdeab2a4964,da622cc3-549d-48da-8ad6-14c69f80fff6,690.96,3/29/2024 13:38,bank transfer,clothing,2,28,Gardnershire,mobile,133.3.120.34,"43276 Wagner Forge Suite 558
Moonborough, MP 35141","43276 Wagner Forge Suite 558
Moonborough, MP 35141",0,174,13
8508cc7a-927c-4ef8-93cc-a07ce7dc3d33,18cfeb29-dba6-49d0-a266-1ec01053fc95,674.4,3/24/2024 20:32,PayPal,toys & games,3,36,Colefurt,tablet,75.249.184.176,"8406 Hernandez Walk Apt. 379
South Feliciaburgh, NV 62066","8406 Hernandez Walk Apt. 379
South Feliciaburgh, NV 62066",1,7,20
d722a817-2a88-4c0b-9659-c715baf43fc4,259f80b5-df44-4719-ba38-8fb8c9be2662,327.97,2/12/2024 4:09,credit card,home & garden,5,29,Bakerfort,tablet,177.77.117.74,"48820 Juan Brook Suite 760
Brandonfort, ME 64065","48820 Juan Brook Suite 760
Brandonfort, ME 64065",0,160,4
1cdf8590-05c5-4ffb-91df-c9f33b325141,c553f37e-e1ea-4a7b-a0d3-430c530c350a,203.91,3/4/2024 1:40,credit card,toys & games,3,38,South Dustin,desktop,7.227.163.100,"0782 Belinda Course Suite 968
Shannonfurt, OK 94290","0782 Belinda Course Suite 968
Shannonfurt, OK 94290",0,361,1
3d2a6f72-d328-4a1f-858e-d7b9191e3b46,6411a85d-6a8b-4e73-850d-9a099199a4b8,67.29,3/5/2024 5:47,bank transfer,health & beauty,1,55,Lawrenceburgh,desktop,66.6.25.189,"455 Pineda Drive
Greenland, AL 55160","455 Pineda Drive
Greenland, AL 55160",0,215,5
7287f2ca-a1be-44f1-9557-d64a84ed5994,c33ba079-89c5-42f4-902b-fecd57a474d4,335.36,3/17/2024 9:42,debit card,health & beauty,1,32,Kathrynberg,tablet,217.67.107.116,"971 Deborah Key Suite 488
North Joshua, IA 84913","971 Deborah Key Suite 488
North Joshua, IA 84913",0,308,9
cc70a093-57f1-44be-a59b-f8dc9556cc13,cde5dc5a-9164-4184-8c9c-c2cb6e57b39c,183.78,1/9/2024 14:42,debit card,home & garden,4,11,West Matthew,desktop,171.0.34.16,"4564 Amy Overpass
Mclaughlinstad, MP 62816","4564 Amy Overpass
Mclaughlinstad, MP 62816",0,297,14
4bd1a1a9-4e57-4552-8dc7-3558e1a3d104,f5c3f778-7da5-4642-b28c-9e0fb9641b04,178.15,2/8/2024 1:30,credit card,clothing,3,47,North Craig,mobile,50.1.199.50,"711 Jimenez Cliffs
Lake Heatherside, IN 42913","711 Jimenez Cliffs
Lake Heatherside, IN 42913",0,66,1
c76ec0e4-8b4f-4759-8da7-ca3a5d0c88e9,4cda309c-f04d-43df-9ffa-2197b4e7c063,55.14,1/21/2024 21:07,credit card,health & beauty,4,32,Port Courtney,mobile,169.187.211.226,"0125 Haley Lights
Port Micheal, CO 78648","0125 Haley Lights
Port Micheal, CO 78648",0,86,21
fc6f3f24-fe86-4f55-b058-9fe012802275,9c735318-0141-44ad-a71e-b10f76970ff1,131.02,3/22/2024 23:56,bank transfer,toys & games,3,39,Fordberg,desktop,183.1.242.220,"946 Lisa Tunnel
Jonathanbury, ID 76844","946 Lisa Tunnel
Jonathanbury, ID 76844",0,80,23
60c5bcc9-aaf5-4ca3-b69d-5da1b09626bd,16a8a2ae-1704-496e-92b9-84b9ca43ae18,125.76,3/10/2024 16:36,PayPal,health & beauty,4,37,Lake Sandraborough,tablet,196.156.126.173,"2518 Moore Wells Apt. 808
Miguelborough, RI 08286","2518 Moore Wells Apt. 808
Miguelborough, RI 08286",0,55,16
e2a0363d-fd4e-4068-ab55-8aefbeab615c,fea1de77-0b6a-4ebc-9f12-2fdefe5ad567,75.8,4/1/2024 19:01,credit card,health & beauty,1,20,Lake Teresaville,mobile,207.21.252.1,"7840 John Place Suite 885
North Ronaldmouth, WY 72849","7840 John Place Suite 885
North Ronaldmouth, WY 72849",0,263,19
e6c09049-686f-4720-954a-f1aee143b2a7,c58b7fa8-8538-4c75-88a4-61d367207a03,37.45,3/30/2024 18:51,bank transfer,electronics,1,35,East Jonathanborough,desktop,51.72.117.208,"362 Brian Ridges
West Richard, VA 74251","362 Brian Ridges
West Richard, VA 74251",0,325,18
31c7e7aa-d467-4ab5-aaef-9ff535d6bfce,d1ca9b76-7aa7-4754-8545-fc08e95da97c,104.56,1/5/2024 10:19,bank transfer,toys & games,1,52,Keithchester,desktop,23.189.134.208,"70085 Brennan Underpass Apt. 952
Port Dakota, NM 59174","70085 Brennan Underpass Apt. 952
Port Dakota, NM 59174",0,155,10
4af813a6-88f1-4ece-b44e-f5c3b9929c45,c0d74568-44b2-428c-a8e7-a5fdd1e1dae5,47.1,4/2/2024 21:43,debit card,electronics,3,51,Laneside,mobile,219.67.243.193,"4252 Adkins Turnpike Suite 446
North Jenniferside, NC 86087","4252 Adkins Turnpike Suite 446
North Jenniferside, NC 86087",0,44,21
76d71b7b-8f9c-4148-81b6-e36eac4cc469,15b24f83-da51-4ae2-ad65-384c017265c2,278.66,3/28/2024 20:23,credit card,toys & games,1,20,Mcguirefurt,mobile,202.38.129.73,"19431 Smith Union Suite 365
North Lisaville, FM 19636","19431 Smith Union Suite 365
North Lisaville, FM 19636",0,16,20
b2add5ae-353d-47ac-a153-3b03d3e4319f,6456cc21-0dd1-48d9-9dc8-3f6ee165b659,20.81,3/13/2024 9:37,credit card,electronics,3,5,West Douglas,tablet,196.182.213.199,"0684 Scott Square Apt. 722
Melissashire, MT 45574","0004 Gonzales Square
East Wendy, MT 84991",0,98,9
49217b43-f446-47d8-a9cd-e2a3ca62a681,2f1481e4-8602-4536-b027-76618cb6d590,351.42,2/17/2024 6:57,debit card,home & garden,1,41,South Charles,mobile,87.218.61.37,"324 Nicole Summit Suite 379
Robertville, VA 88881","324 Nicole Summit Suite 379
Robertville, VA 88881",0,2,6
ae3ba290-26f9-4c95-9d96-d11c0b2a3bab,5dd004f4-a0ad-480e-b2a6-7a28ef2eb8c1,11.0,1/18/2024 7:54,PayPal,home & garden,1,43,Allenborough,tablet,44.12.0.36,"728 Robert Camp Apt. 171
East Tyrone, OH 99093","728 Robert Camp Apt. 171
East Tyrone, OH 99093",0,337,7
5ebe756c-3c5a-41f8-a19c-fdb319f08791,a5493ae6-b172-420b-93f4-3d4bf5f3c69a,21.1,3/15/2024 1:02,bank transfer,toys & games,1,37,Danielfort,tablet,174.50.124.163,"USNV Carter
FPO AE 30321","USNV Carter
FPO AE 30321",0,333,1
fc8ba4c3-0f48-4611-8291-bbd44f81e9d5,58da3351-3e83-4133-9b2c-4570b313f329,38.75,2/21/2024 16:04,PayPal,toys & games,4,31,West Kennethburgh,mobile,124.41.177.141,"56032 Nguyen Track
Kellyview, FM 54506","56032 Nguyen Track
Kellyview, FM 54506",0,191,16
176c2e52-8a0d-4784-ab99-f77edb396b74,3d0279a0-0d10-41f2-b153-b547310cdf37,173.27,2/14/2024 1:09,PayPal,health & beauty,2,28,Christopherberg,desktop,2.229.134.67,"6917 Eric Plains Apt. 995
Staceyland, ME 75615","37737 Neal Plain
East Markville, PW 67687",0,258,1
ad982ec8-af5a-4d7b-a7be-361af0ca2cad,b86674b8-2fa6-498b-bf8d-d07cd2b5067c,321.76,3/27/2024 1:19,PayPal,clothing,4,42,New Anthonyview,desktop,162.45.66.220,"7184 Thompson Pike
Port Denniston, NM 31751","7184 Thompson Pike
Port Denniston, NM 31751",0,188,1
8d882655-2443-49c2-9db7-d43c850838dc,04148097-9e32-4642-83b1-e00f49c1e7f1,141.85,3/7/2024 7:41,credit card,health & beauty,2,42,Baileyberg,mobile,70.133.153.116,"218 White Glens
Lindaberg, PA 96920","218 White Glens
Lindaberg, PA 96920",0,1,7
b9d217da-3fab-4c7e-a307-5657e96591ad,859e9f69-8665-4736-b7ad-49f27c1b7f73,216.6,1/25/2024 19:54,PayPal,toys & games,2,54,Andersonmouth,mobile,78.121.204.153,"476 Jamie Pass Apt. 085
New Allen, ME 17586","476 Jamie Pass Apt. 085
New Allen, ME 17586",0,338,19
7ae5e64f-2a00-4853-a0b3-7e209cf9d67f,08774925-0d21-48e8-9358-5b960219c6c4,332.72,1/21/2024 16:20,PayPal,clothing,1,17,Ortegahaven,desktop,186.149.66.9,"771 Aaron Points
Wadeport, LA 58185","771 Aaron Points
Wadeport, LA 58185",0,55,16
8e28a794-9cf1-47e2-9f9c-095b508ef180,b81cf3af-5906-458d-bc18-c10f12508587,115.28,1/16/2024 22:17,debit card,home & garden,3,25,East Caitlin,tablet,8.240.122.163,"898 Rice Trail
Gregoryville, MD 54662","898 Rice Trail
Gregoryville, MD 54662",0,237,22
b3c5fe08-e563-434e-8a65-871bd2f3b6d0,9304721e-f359-4f6a-ae32-ced3d3b4815f,77.03,1/22/2024 0:14,credit card,clothing,4,37,New Edward,desktop,128.7.57.50,"3969 Brown Lakes Apt. 483
Robinport, OK 19042","3969 Brown Lakes Apt. 483
Robinport, OK 19042",0,243,0
16d01dd3-9b09-4af8-b31d-d0a0cf0ef421,9d1bbb54-59d7-4361-bb8e-36dc5da5d432,116.97,3/21/2024 9:25,debit card,health & beauty,1,36,South Victorfort,desktop,138.166.94.13,"PSC 9895, Box 9207
APO AP 26078","PSC 9895, Box 9207
APO AP 26078",0,347,9
84c6a7cb-a979-47ca-b969-2b9726dafdbb,49ee9174-7bdb-48b1-8ac0-2cf483c26d90,22.45,2/26/2024 22:40,bank transfer,toys & games,1,32,West Jeffery,tablet,153.116.87.206,"36711 Anthony Cape
Dillonport, NH 79090","36711 Anthony Cape
Dillonport, NH 79090",0,66,22
4e2f4df7-6199-4bc6-a9c8-0324990a52d6,da9d2548-3e3c-43c0-b3ef-907571fe508c,288.47,3/23/2024 23:56,bank transfer,clothing,2,24,East Michele,desktop,153.112.38.108,"4759 Mary Via
East Jason, PW 89307","4759 Mary Via
East Jason, PW 89307",0,127,23
39dd7796-8b09-4ff5-abe9-af80c9b8cd87,491145ae-e430-49c7-a78e-348731e434c9,1230.74,1/18/2024 4:00,debit card,clothing,4,11,Pamelatown,desktop,32.23.70.75,"48014 Kane Rest
Melissaville, MO 66666","48014 Kane Rest
Melissaville, MO 66666",0,249,4
f68762e2-008d-47fa-9647-1ac33cc2f7eb,b0ddc267-06b8-4f26-8fd8-841a08c5e161,159.92,1/29/2024 3:01,credit card,electronics,1,43,Lake Amy,mobile,202.193.70.2,"USNS Levine
FPO AE 92609","USNS Levine
FPO AE 92609",0,96,3
95914159-9ff4-4195-8a7f-4cd4d78d96ca,af9ff5d6-ae33-425a-94d5-33859c053d6e,109.02,3/6/2024 19:27,credit card,home & garden,5,32,Christopherburgh,mobile,146.209.100.12,"3571 Abigail Drive Apt. 653
West Sharon, NM 84131","3571 Abigail Drive Apt. 653
West Sharon, NM 84131",0,244,19
c9aeb2f7-f610-40a6-99d5-c325aed47496,698870e5-97bb-46b5-a9e2-a32f7cc5a2f7,69.6,2/6/2024 11:49,debit card,electronics,3,21,New Amyfurt,mobile,114.7.133.141,"PSC 8514, Box 3792
APO AP 15869","4156 Fox Run
Robertland, PW 40389",0,245,11
9c0da296-5605-4b63-b1ca-1a9d4165200c,1f65ba4b-4c26-4df2-83f4-1da512d0c642,327.05,3/8/2024 5:16,bank transfer,electronics,1,35,Mendozastad,desktop,32.23.29.175,"USNV Swanson
FPO AP 07247","USNV Swanson
FPO AP 07247",0,227,5
6e05a819-0d6a-4525-bc84-ca36890f30b1,201c4098-3a99-4455-bc07-24a84c54ef5b,88.94,2/4/2024 17:21,PayPal,health & beauty,5,27,Jacobport,desktop,132.203.172.115,"7777 Kyle Course Suite 180
North Dylanside, MT 23152","555 Weiss Overpass
Craigchester, MO 59500",0,299,17
fb8c3efd-29d7-43b0-9940-340e315fee2c,7eb1e434-6297-4a34-aee1-130d1dc851e0,105.3,3/26/2024 0:03,bank transfer,toys & games,1,46,Port Johnville,mobile,5.135.174.28,"008 Martin Groves Suite 145
Lewistown, ME 66360","008 Martin Groves Suite 145
Lewistown, ME 66360",0,42,0
4af8aa44-a1ec-4626-bcf8-68f95e87d2b8,82e9e634-cd0d-4699-a0ad-618e9cc25c76,67.79,2/18/2024 21:19,bank transfer,home & garden,1,37,Lopezhaven,mobile,129.93.150.106,"420 Brown Island
Juliestad, RI 11863","PSC 7489, Box 1551
APO AE 05096",0,214,21
45b8c209-d820-4bff-9384-5cbee95983b7,7dfbfe37-dd94-4d40-8d06-1d22bab67b4a,248.35,3/19/2024 10:57,bank transfer,electronics,3,33,Lopezhaven,mobile,165.247.59.14,"576 Jerry Prairie Suite 044
Hintonville, CO 60636","985 Flores Camp
Port Diana, WV 53519",0,28,10
ba6647cd-0759-42d7-99da-b38c32aa508a,b7b26eb2-0b7a-4118-aadc-e5443086c616,101.01,2/10/2024 7:57,debit card,health & beauty,1,49,Hayeston,desktop,201.244.46.11,"97711 Mccullough Loop Apt. 635
South Allison, NJ 54135","97711 Mccullough Loop Apt. 635
South Allison, NJ 54135",0,249,7
458f3d20-45a3-47b9-864a-75cbb7806776,f7e92b4c-5320-446c-86ba-1fbf38a5d384,13.05,1/9/2024 20:25,bank transfer,health & beauty,4,23,East Natalie,tablet,104.37.33.74,"33228 Williams Keys
Hernandezburgh, IA 68639","06610 Perkins Lodge
South James, MT 47172",0,6,20
bc28f532-e500-43ec-9bb8-64c83cedffa7,6bc58e5b-e6f0-4101-b445-9c0413895c20,230.53,2/24/2024 4:50,credit card,health & beauty,5,32,Port Michael,mobile,66.213.106.51,"3324 Brandon Light Suite 641
Ronaldbury, TX 53550","3324 Brandon Light Suite 641
Ronaldbury, TX 53550",0,222,4
1e39d109-b5bb-41b1-b073-0356af7904cf,c717489e-e2d2-46ff-942e-55f6dd6394c1,431.26,2/6/2024 12:24,debit card,clothing,3,36,West Joanna,desktop,23.201.77.94,"27059 Hicks Mountain Apt. 513
Alanchester, NY 82408","72779 Andrew Fords
Mcguirestad, WY 24179",0,129,12
27d18b9d-e30d-4968-9789-c10ef85c2d5f,f94b32cd-00ee-4955-9c22-623b4315efb4,34.04,2/28/2024 17:28,debit card,electronics,2,32,North Erica,desktop,30.233.1.176,"16316 Daniel Shores
East Lisaland, MN 12671","16316 Daniel Shores
East Lisaland, MN 12671",0,231,17
2c332789-da18-46eb-8bb5-b218281f3af2,519b22d6-ec71-4a09-8669-16e77c124efe,51.15,4/1/2024 9:26,bank transfer,toys & games,4,45,West Connie,desktop,69.23.14.174,"7615 James Isle Suite 455
North Donnafurt, PW 44324","7615 James Isle Suite 455
North Donnafurt, PW 44324",0,229,9
c7236c7a-c668-4cc7-9823-bbd0c94a6fa4,f2bec705-23b2-4ea5-84b1-da9542ac1492,314.12,3/29/2024 18:32,bank transfer,health & beauty,1,42,Sherrimouth,mobile,181.66.180.68,"952 Joseph Throughway
Harrisonport, AR 08295","952 Joseph Throughway
Harrisonport, AR 08295",0,225,18
524859c8-4908-46f6-926a-eb47e779ac3d,d54872d1-af37-4735-a36a-6858fe12f1dc,51.7,2/20/2024 15:39,credit card,electronics,5,52,Velasquezview,mobile,30.13.100.178,"62132 Jones Neck
Figueroashire, MD 40321","62132 Jones Neck
Figueroashire, MD 40321",0,269,15
b0eb91e0-32ce-4629-8f6c-d8d344b99a95,6ed13c7f-e76f-429e-8899-aeca25f6b6da,478.24,2/13/2024 22:14,debit card,toys & games,4,49,Kirbyland,mobile,17.148.231.220,"7727 Lopez Ferry
Shawshire, NJ 60622","7727 Lopez Ferry
Shawshire, NJ 60622",0,118,22
a7d1d562-9e33-4629-ac34-66358c0e55ce,69b69315-8635-463e-9586-121f28e9fb3d,226.77,1/29/2024 17:18,credit card,electronics,4,16,North Karen,mobile,15.3.218.26,"Unit 6650 Box 0270
DPO AE 61218","Unit 6650 Box 0270
DPO AE 61218",0,295,17
726b78a2-8729-4809-bf6a-75ccb1905ab6,06b54e84-b4bb-4e8f-861d-e05dbe423b43,157.23,1/22/2024 12:27,credit card,electronics,2,50,Morganside,tablet,215.10.235.201,"1418 Jamie Dale
Briggsfort, MS 57408","1418 Jamie Dale
Briggsfort, MS 57408",1,358,12
534fbe8e-68c7-4669-bd46-4302fd45e848,caa2cc18-0abc-4349-a73a-7fb6cde7cbf7,52.92,3/21/2024 16:49,credit card,electronics,5,33,South Jenniferburgh,mobile,71.48.177.117,"0262 Darius Court Apt. 176
Wrightview, AS 20079","0262 Darius Court Apt. 176
Wrightview, AS 20079",0,27,16
0235a1fb-418a-405b-8f9e-b5dbabb0c9a4,ad214051-ce45-45ef-9f5b-f940b79e4710,71.62,3/20/2024 2:15,bank transfer,electronics,3,35,New Jefferyberg,desktop,176.193.162.7,"244 Jennifer Creek
West Destinyfurt, AS 96921","244 Jennifer Creek
West Destinyfurt, AS 96921",0,193,2
915c8643-19c1-4d01-ade6-ab526e52ec6b,36e6e4eb-6e15-4479-ae78-d415b6a3f4d5,239.01,2/17/2024 22:13,credit card,home & garden,5,43,Jamesside,desktop,5.91.162.77,"05083 Garcia Route Apt. 616
West Tiffanyshire, GA 57800","09884 Harris Mills
Kaneland, CT 78796",0,87,22
44ca9304-7c18-4781-a68b-bd59bbf817de,b2015e14-62ef-48f5-8453-bebc7b91c452,689.49,3/13/2024 13:20,debit card,health & beauty,4,49,North Cynthia,mobile,158.132.141.121,"08475 Porter Dale Suite 073
Calderonfurt, NC 18887","08475 Porter Dale Suite 073
Calderonfurt, NC 18887",0,252,13
a1adc43b-a4fc-4884-a500-0b485bc1956a,5318892a-d2d2-49d9-91c2-2a1019fbee92,283.67,2/16/2024 0:35,debit card,electronics,2,45,Nancytown,tablet,22.255.127.195,"450 Wallace Forks Suite 391
South Angela, VA 30832","450 Wallace Forks Suite 391
South Angela, VA 30832",0,245,0
86b7518b-0d09-434a-aa28-2bc2beb400c2,643ae5b6-caeb-4383-b0a9-a7d523ef44f3,107.39,1/11/2024 10:20,PayPal,clothing,2,35,New Todd,tablet,197.46.9.236,"588 Friedman Forges Suite 124
East Derekview, VA 11235","588 Friedman Forges Suite 124
East Derekview, VA 11235",0,101,10
f9479cc2-1936-4724-8187-3e8f7ea293e2,862a0287-4d8b-46b2-9c50-163ea60c9cdc,99.26,1/15/2024 4:42,credit card,electronics,1,39,Amberfurt,tablet,67.83.153.187,"893 Kendra Unions Suite 114
Henrystad, CT 30077","893 Kendra Unions Suite 114
Henrystad, CT 30077",0,347,4
4d3286e0-bb5b-4c62-995c-51a445fc2b40,ebde18d0-f706-41f1-9ac1-2f453d63da91,88.56,3/30/2024 2:45,credit card,home & garden,1,28,Teresafurt,tablet,14.194.175.232,"72728 Gabriel Green Apt. 572
Lawrencemouth, AZ 77432","72728 Gabriel Green Apt. 572
Lawrencemouth, AZ 77432",0,119,2
176d1141-4cb3-480c-ad81-ee69828b2acc,4f880c39-377c-4c8e-9504-ca59ed8f337c,50.68,3/24/2024 4:08,debit card,clothing,2,52,East Patriciamouth,tablet,96.72.253.55,"6822 Smith Views Apt. 767
Dixonfort, IL 14219","6822 Smith Views Apt. 767
Dixonfort, IL 14219",0,353,4
